"Southey, Henry Herbert"
Letter 3.1146 11 January 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1146.html
Letter 3.1156 11 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1156.html
Letter 3.1160 25 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1160.html
Letter 3.1162 [c. early March 1806],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1162.html
Letter 3.1171 24 March 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1171.html
Letter 3.1180 14 May [1806],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1180.html
Letter 3.1253 30 December 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1253.html
Letter 3.1260 17 January 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1260.html
Letter 3.1265 24 January [1807],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1265.html
Letter 3.1275 13 February 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1275.html
Letter 3.1279 23 February 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1279.html
Letter 3.1405 27 December [1807],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1405.html
Letter 3.1411 3 January 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1411.html
Letter 3.1419 23 [January] 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1419.html
Letter 3.1430.1 [7 March 1808],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1430.1.html
Letter 3.1443 17 April 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1443.html
Letter 3.1447 25 April [1808],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1447.html
Letter 3.1460 25 May [1808],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1460.html
Letter 3.1482 19 July 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1482.html
Letter 3.1495 16 August 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1495.html
Letter 3.1521 16 October 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1521.html
Letter 3.1535 14 November 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1535.html
Letter 3.1552 9 December 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1552.html
Letter 3.1572 28 January 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1572.html
Letter 3.1609 30 March [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1609.html
Letter 3.1621 29 April [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1621.html
Letter 3.1637 27 May [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1637.html
Letter 3.1640 2 June [1809],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1640.html
Letter 3.1657 18 July 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1657.html
Letter 3.1679 8 September 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1679.html
Letter 3.1701 24 October 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1701.html
Letter 3.1726 30 December 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.1726.html
Letter 3.883 [12 January 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.883.html
Letter 3.888 23 January 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.888.html
Letter 3.934 [1] May 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.934.html
Letter 3.987 [c. 6 November 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.987.html
Letter 3.991 21 November 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.991.html
Letter 3.995 [started before and continued on 4 December 1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.995.html
Letter 3.998 7 December [1804],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.3.998.html
Letter 4.1786 19 June 1810,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1786.html
Letter 4.1907 20 April 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1907.html
Letter 4.1923 15 May 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1923.html
Letter 4.1938 15–16 July 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1938.html
Letter 4.1949 5 September 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1949.html
Letter 4.1985 18 November 1811,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.1985.html
Letter 4.2053 5 March 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2053.html
Letter 4.2056 9 March 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2056.html
Letter 4.2068 [29 March] 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2068.html
Letter 4.2071 2 April 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2071.html
Letter 4.2150 26 September 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2150.html
Letter 4.2173 4 November 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2173.html
Letter 4.2186 30 November 1812,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2186.html
Letter 4.2218 3 February 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2218.html
Letter 4.2221 13 February 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2221.html
Letter 4.2267 6 June 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2267.html
Letter 4.2292 21 August 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2292.html
Letter 4.2332 17 November 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2332.html
Letter 4.2333 18 November 1813],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2333.html
Letter 4.2341 5 December 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2341.html
Letter 4.2357 28 December 1813,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2357.html
Letter 4.2375 1 February 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2375.html
Letter 4.2384 2 March 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2384.html
Letter 4.2390 11 March 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2390.html
Letter 4.2397 26 March 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2397.html
Letter 4.2416 6 May [1814],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2416.html
Letter 4.2435 5 June 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2435.html
Letter 4.2466.1 [c. 3 August 1814],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2466.1.html
Letter 4.2492 22[–23] October 1814,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2492.html
Letter 4.2520 c. 16 December 1814–]13 January 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2520.html
Letter 4.2583 7 April 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2583.html
Letter 4.2590 21 April 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2590.html
Letter 4.2598 16 May 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2598.html
Letter 4.2600 20 May 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2600.html
Letter 4.2609 2 June 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2609.html
Letter 4.2641 1 August 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2641.html
Letter 4.2646 16 August 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2646.html
Letter 4.2649 23 August 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2649.html
Letter 4.2650 29 August 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2650.html
Letter 4.2664 28 October 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2664.html
Letter 4.2676 6 December 1815,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.4.2676.html
Letter 5.2699 14 January 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2699.html
Letter 5.2723 23 February 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2723.html
Letter 5.2744 23 March 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2744.html
Letter 5.2750 3 [April] 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2750.html
Letter 5.2751 8 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2751.html
Letter 5.2752 [9 April 1816],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2752.html
Letter 5.2753 Easter Sunday [14 April] 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2753.html
Letter 5.2754 15 April 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2754.html
Letter 5.2756 [17 April 1816],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2756.html
Letter 5.2784 8 May 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2784.html
Letter 5.2854 25 October 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2854.html
Letter 5.2869 30 November 1816,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2869.html
Letter 5.2896 6 January 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2896.html
Letter 5.2926 23 February 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2926.html
Letter 5.2956 25 March 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2956.html
Letter 5.2959 29 March 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2959.html
Letter 5.2960 31 March 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2960.html
Letter 5.2969 Easter Sunday [6 April] 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2969.html
Letter 5.2996 11 May 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.2996.html
Letter 5.3010 7 August [1817],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3010.html
Letter 5.3019 26 August 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3019.html
Letter 5.3022 5 September 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3022.html
Letter 5.3043 28 November 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3043.html
Letter 5.3057 26 December 1817,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3057.html
Letter 5.3074 7 February 1818,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3074.html
Letter 5.3115 [c. 8 April 1818],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3115.html
Letter 5.3147 5 June 1818,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3147.html
Letter 5.3159 7 July 1818,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3159.html
Letter 5.3206 6 November 1818,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3206.html
Letter 5.3222 21 December 1818,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.5.3222.html
Letter 6.3245 13 February 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3245.html
Letter 6.3252 24 February 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3252.html
Letter 6.3258 5 March 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3258.html
Letter 6.3265 13 March 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3265.html
Letter 6.3275 24 March 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3275.html
Letter 6.3278 30 March 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3278.html
Letter 6.3279 7 April 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3279.html
Letter 6.3282 16 April 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3282.html
Letter 6.3288 28 April 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3288.html
Letter 6.3296 19 May 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3296.html
Letter 6.3316 13 June 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3316.html
Letter 6.3319 16 June 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3319.html
Letter 6.3324 25 June 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3324.html
Letter 6.3338 [c. 31 July 1819],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3338.html
Letter 6.3356 3 October 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3356.html
Letter 6.3371 26 October 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3371.html
Letter 6.3377 1 November 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3377.html
Letter 6.3383 7 November 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3383.html
Letter 6.3404 17 December 1819,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3404.html
Letter 6.3419 16 January 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3419.html
Letter 6.3446 25 February 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3446.html
Letter 6.3447 28 February 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3447.html
Letter 6.3451 11 March [1820],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3451.html
Letter 6.3460 1 April 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3460.html
Letter 6.3532 19 September 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3532.html
Letter 6.3553 12 November 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3553.html
Letter 6.3564 22 November 1820,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3564.html
Letter 6.3607 15 January 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3607.html
Letter 6.3623 [c. 31 January 1821],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3623.html
Letter 6.3628 7 February 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3628.html
Letter 6.3637 21 February 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3637.html
Letter 6.3642 27 February 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3642.html
Letter 6.3646 5 March 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3646.html
Letter 6.3669 9 April 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3669.html
Letter 6.3676 Easter Monday [23 April] 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3676.html
Letter 6.3681 4 May 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3681.html
Letter 6.3684 9 May 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3684.html
Letter 6.3716 21 August 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3716.html
Letter 6.3735 15 October 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3735.html
Letter 6.3739 19 October 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3739.html
Letter 6.3759 10 December 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3759.html
Letter 6.3761 12 December 1821,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.6.3761.html
Letter 7.3788 27 January 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3788.html
Letter 7.3809 1 March 1822.,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3809.html
Letter 7.3814 19 March 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3814.html
Letter 7.3837 13 May 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3837.html
Letter 7.3847 27 May 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3847.html
Letter 7.3854 14 June 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3854.html
Letter 7.3859 26 June 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3859.html
Letter 7.3869 14 July 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3869.html
Letter 7.3874 22 July 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3874.html
Letter 7.3889 30 August 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3889.html
Letter 7.3893 6 September 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3893.html
Letter 7.3910 30 October 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3910.html
Letter 7.3923 25 November 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3923.html
Letter 7.3939 21 December 1822,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3939.html
Letter 7.3948 7 January 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3948.html
Letter 7.3960 28 January 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3960.html
Letter 7.3973 3 March 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3973.html
Letter 7.3978 12 March 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3978.html
Letter 7.3982 18 March 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3982.html
Letter 7.3992 Good Friday [28 March] 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3992.html
Letter 7.3998 12 April 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.3998.html
Letter 7.4012 5 May 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4012.html
Letter 7.4036 4 July 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4036.html
Letter 7.4040 9 July 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4040.html
Letter 7.4048 25 July 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4048.html
Letter 7.4067 8 October [1823],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4067.html
Letter 7.4069 17 October 1823,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4069.html
Letter 7.4148 [c. 1 March 1824],https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4148.html
Letter 7.4150 5 March 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4150.html
Letter 7.4158 18 March 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4158.html
Letter 7.4173 19 April 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4173.html
Letter 7.4177 26 April 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4177.html
Letter 7.4200 15 June 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4200.html
Letter 7.4221 21 July 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4221.html
Letter 7.4234 19[–20] August 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4234.html
Letter 7.4249 14 September 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4249.html
Letter 7.4252 18 September 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4252.html
Letter 7.4276 10 November 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4276.html
Letter 7.4295 14 December 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4295.html
Letter 7.4305 24 December 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4305.html
Letter 7.4309 31 December 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4309.html
