Webb  William
Mentioned In, URL
Letter 7.3930 9 December 1822 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Seven/southey.7.3930.html
Letter 7.3989 25 March [1823],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Seven/southey.7.3989.html
Letters To, URL
Letter 7.4274 8 November 1824,https://cha.artsci.tamu.edu/SoutheyLetters/HTML//southey.7.4274.html
