"Fricker, Edith"
Letter 2.611 6 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.611.html
Letter 2.612 10 October 1801 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.612.html
Letter 2.614 15 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.614.html
Letter 2.615 16 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.615.html
Letter 2.616 16 October 1801 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.616.html
Letter 2.617 16 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.617.html
Letter 2.621 29 October 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.621.html
Letter 2.626 [mid-late November 1801],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.626.html
Letter 2.627 19 November 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.627.html
Letter 2.629 20 November [1801],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.629.html
Letter 2.630 21 November [1801],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.630.html
Letter 2.633 30 November 1801,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.633.html
Letter 2.634 2-3 December 1801 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.634.html
Letter 2.642 21 December 1801 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.642.html
Letter 2.644 27 December 1801 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.644.html
Letter 2.645 28 December 1801-1 January 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.645.html
Letter 2.648 [8 January 1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.648.html
Letter 2.649 9 January 1802 (5 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.649.html
Letter 2.650 9 January 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.650.html
Letter 2.652 26 January 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.652.html
Letter 2.653 [28 January 1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.653.html
Letter 2.654 [started before and continued on] 6 February [1802] (4 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.654.html
Letter 2.655 [started before and continued on] 6 February [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.655.html
Letter 2.656 6 February 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.656.html
Letter 2.657 [started before and continued on] 17 February [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.657.html
Letter 2.659 23 February [1802] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.659.html
Letter 2.664 23 March 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.664.html
Letter 2.667 30 March 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.667.html
Letter 2.668 5 April 1802 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.668.html
Letter 2.669 12 April 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.669.html
Letter 2.672 22 April [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.672.html
Letter 2.673 22 April 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.673.html
Letter 2.675 10 May 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.675.html
Letter 2.677 17 May [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.677.html
Letter 2.680 [started before and continued on] 28 May 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.680.html
Letter 2.681 2 June 1802 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.681.html
Letter 2.682 7 June 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.682.html
Letter 2.686 [28 June 1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.686.html
Letter 2.689 4 July [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.689.html
Letter 2.691 7 July 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.691.html
Letter 2.692 9 July 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.692.html
Letter 2.702 3 August 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.702.html
Letter 2.703 4 August 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.703.html
Letter 2.707 [15 August 1802] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.707.html
Letter 2.708 [started before and continued on] 19 August 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.708.html
Letter 2.708.1 [c. 21 August 1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.708.1.html
Letter 2.711 1 September 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.711.html
Letter 2.712 1 September 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.712.html
Letter 2.714 2 September 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.714.html
Letter 2.715 5 September 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.715.html
Letter 2.719 [19] September [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.719.html
Letter 2.720 [21-]23 September [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.720.html
Letter 2.723 5 October [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.723.html
Letter 2.727 14 October [1802],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.727.html
Letter 2.730 26 October [1802] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.730.html
Letter 2.737 [started before and continued on] 28 November 1802,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.737.html
Letter 2.742 11 December 1802 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.742.html
Letter 2.748 7 January 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.748.html
Letter 2.750 12 January 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.750.html
Letter 2.751 12 January 1803 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.751.html
Letter 2.752 14 January 1803 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.752.html
Letter 2.754 23 January 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.754.html
Letter 2.763 6 March 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.763.html
Letter 2.765 9 March 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.765.html
Letter 2.767 27 March 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.767.html
Letter 2.773 19 April 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.773.html
Letter 2.774 19 April 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.774.html
Letter 2.775 22 April 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.775.html
Letter 2.782 12 May 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.782.html
Letter 2.788 30 May 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.788.html
Letter 2.790 [late May-]1 June 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.790.html
Letter 2.793 8 June 1803 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.793.html
Letter 2.807 18 July 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.807.html
Letter 2.809 20 July 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.809.html
Letter 2.816 3 August 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.816.html
Letter 2.821 19 August [1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.821.html
Letter 2.822 19 August 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.822.html
Letter 2.823 19 August 1803 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.823.html
Letter 2.824 19 August [1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.824.html
Letter 2.825 19 August [1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.825.html
Letter 2.826 [24 August 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.826.html
Letter 2.827 [24 August 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.827.html
Letter 2.828 [24 August 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.828.html
Letter 2.830 [25 August 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.830.html
Letter 2.831 [28 August 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.831.html
Letter 2.832 29 August [1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.832.html
Letter 2.833 [2 September 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.833.html
Letter 2.835 8 September [1803] (4 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.835.html
Letter 2.836 8 September [1803] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.836.html
Letter 2.837 8 September [1803] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.837.html
Letter 2.838 [8 September 1803] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.838.html
Letter 2.839 12 September 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.839.html
Letter 2.840 [18 September 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.840.html
Letter 2.841 22 September 1803 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.841.html
Letter 2.842 28 September 1803 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.842.html
Letter 2.844 [19 October 1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.844.html
Letter 2.847 29 October 1803 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.847.html
Letter 2.850 10 November 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.850.html
Letter 2.857 [27 November 1803] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.857.html
Letter 2.860 2 December 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.860.html
Letter 2.864 [9-]10 December [1803],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.864.html
Letter 2.868 14 December 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.868.html
Letter 2.871 17 December 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.871.html
Letter 2.876 31 December 1803,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Two/southey.2.876.html
Letter 3.1005 18 December 1804,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1005.html
Letter 3.1009 29 December 18[04],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1009.html
Letter 3.1015 9 January 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1015.html
Letter 3.1021 15 January 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1021.html
Letter 3.1026 25 January 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1026.html
Letter 3.1027 26 January 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1027.html
Letter 3.1030 [January–]11 February [1805] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1030.html
Letter 3.1031 5 February 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1031.html
Letter 3.1052 March–5 April [1805],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1052.html
Letter 3.1065 11 May 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1065.html
Letter 3.1079 6 July 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1079.html
Letter 3.1095 22 August 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1095.html
Letter 3.1096 24 August 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1096.html
Letter 3.1097 25 August 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1097.html
Letter 3.1103 4 September [1805],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1103.html
Letter 3.1108 1 October 1805 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1108.html
Letter 3.1109 3 October 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1109.html
Letter 3.1110 4 October 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1110.html
Letter 3.1116 1 November 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1116.html
Letter 3.1117 7 November 1805 (4 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1117.html
Letter 3.1118 13 November 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1118.html
Letter 3.1120 15–18 November [1805] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1120.html
Letter 3.1121 [started before 19 November 1805],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1121.html
Letter 3.1124 24 November 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1124.html
Letter 3.1127 28 November 1805,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1127.html
Letter 3.1130 7 December 1805 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1130.html
Letter 3.1133 17 December 1805 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1133.html
Letter 3.1135 29 December 1805 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1135.html
Letter 3.1140 1 January [1806],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1140.html
Letter 3.1141 1–5 January 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1141.html
Letter 3.1149 24 January 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1149.html
Letter 3.1150 31 January 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1150.html
Letter 3.1151 3 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1151.html
Letter 3.1152 4 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1152.html
Letter 3.1154 10 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1154.html
Letter 3.1157 15 February 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1157.html
Letter 3.1163 5 March 1806 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1163.html
Letter 3.1167 18 [March] 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1167.html
Letter 3.1176 [21 April 1806] (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1176.html
Letter 3.1178 [c. 12 May 1806],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1178.html
Letter 3.1179 13 May 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1179.html
Letter 3.1186 22 May 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1186.html
Letter 3.1187 26 May 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1187.html
Letter 3.1191 18 June 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1191.html
Letter 3.1194 26 June 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1194.html
Letter 3.1206 5 August 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1206.html
Letter 3.1210 11 August 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1210.html
Letter 3.1215 13 September 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1215.html
Letter 3.1217 19 September 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1217.html
Letter 3.1221 28–29 September 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1221.html
Letter 3.1222 [September 1806],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1222.html
Letter 3.1224 11 October 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1224.html
Letter 3.1226 13 October 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1226.html
Letter 3.1227 14 October 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1227.html
Letter 3.1228 17–18 October 1806.,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1228.html
Letter 3.1230 24 October 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1230.html
Letter 3.1232 2 November 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1232.html
Letter 3.1235 6 November 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1235.html
Letter 3.1246 21 December 1806 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1246.html
Letter 3.1250 28 December 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1250.html
Letter 3.1253 30 December 1806,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1253.html
Letter 3.1256 4 January 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1256.html
Letter 3.1265 24 January [1807],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1265.html
Letter 3.1267 27 January 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1267.html
Letter 3.1268 30 January 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1268.html
Letter 3.1297 25 March 1807 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1297.html
Letter 3.1319 9 May 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1319.html
Letter 3.1326 25 May 1807 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1326.html
Letter 3.1332 13 June 1807 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1332.html
Letter 3.1333 [started before and continued on] 18 June 1807 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1333.html
Letter 3.1344 10 July 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1344.html
Letter 3.1361 20 September 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1361.html
Letter 3.1366 2 October 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1366.html
Letter 3.1369 4 October 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1369.html
Letter 3.1382 24 November 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1382.html
Letter 3.1384 30 November 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1384.html
Letter 3.1390 5 December [1807],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1390.html
Letter 3.1397 11 December 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1397.html
Letter 3.1398 16 December 1807,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1398.html
Letter 3.1406 [December 1807],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1406.html
Letter 3.1419 23 [January] 1808 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1419.html
Letter 3.1423 9 February 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1423.html
Letter 3.1433 [c. 14 March 1808],https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1433.html
Letter 3.1442 16 April 1808 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1442.html
Letter 3.1445 20 [–21] April 1808 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1445.html
Letter 3.1451 29 April 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1451.html
Letter 3.1472 23–24 June 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1472.html
Letter 3.1474 2 July 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1474.html
Letter 3.1482 19 July 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1482.html
Letter 3.1486 3 August 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1486.html
Letter 3.1492 15 August 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1492.html
Letter 3.1501 4 September 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1501.html
Letter 3.1509 19 September 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1509.html
Letter 3.1512 27 September 1808 (3 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1512.html
Letter 3.1513 27 September 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1513.html
Letter 3.1515 30 September 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1515.html
Letter 3.1518 12 October 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1518.html
Letter 3.1520 13 October 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1520.html
Letter 3.1521 16 October 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1521.html
Letter 3.1526 30 October 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1526.html
Letter 3.1531 10 November 1808 (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1531.html
Letter 3.1534 12 November 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1534.html
Letter 3.1540 22 November 1808,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1540.html
Letter 3.1561 4 January 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1561.html
Letter 3.1563 10 January 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1563.html
Letter 3.1571 27 January 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1571.html
Letter 3.1572 28 January 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1572.html
Letter 3.1575 6 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1575.html
Letter 3.1577 6 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1577.html
Letter 3.1579 9 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1579.html
Letter 3.1580 16/18 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1580.html
Letter 3.1581 [18 February 1809] (2 mentions),https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1581.html
Letter 3.1583 18 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1583.html
Letter 3.1585 21 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1585.html
Letter 3.1586 21 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1586.html
Letter 3.1587 22 February 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1587.html
Letter 3.1596 8 March 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1596.html
Letter 3.1601 15 March 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1601.html
Letter 3.1603 20 March 1809,https://cha.artsci.tamu.edu/SoutheyLetters/HTML/Part_Three/southey.3.1603.html
